"sektor","kön","månad","tabellinnehåll","Antal pågående anställningar"
"samtliga sektorer","män","2019M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2019M10","Antal pågående anställningar",..
"samtliga sektorer","män","2019M10","Antal pågående anställningar - anställningstid >6 månader",..
"samtliga sektorer","män","2019M10","Antal pågående anställningar - anställningstid <=6 månader",..
"samtliga sektorer","män","2019M10","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2019M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2019M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2019M11","Antal pågående anställningar",..
"samtliga sektorer","män","2019M11","Antal pågående anställningar - anställningstid >6 månader",..
"samtliga sektorer","män","2019M11","Antal pågående anställningar - anställningstid <=6 månader",..
"samtliga sektorer","män","2019M11","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2019M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2019M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2019M12","Antal pågående anställningar",..
"samtliga sektorer","män","2019M12","Antal pågående anställningar - anställningstid >6 månader",..
"samtliga sektorer","män","2019M12","Antal pågående anställningar - anställningstid <=6 månader",..
"samtliga sektorer","män","2019M12","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2019M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2019M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M01","Antal pågående anställningar",2592442
"samtliga sektorer","män","2020M01","Antal pågående anställningar - anställningstid >6 månader",2043459
"samtliga sektorer","män","2020M01","Antal pågående anställningar - anställningstid <=6 månader",548983
"samtliga sektorer","män","2020M01","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M02","Antal pågående anställningar",2594264
"samtliga sektorer","män","2020M02","Antal pågående anställningar - anställningstid >6 månader",2044948
"samtliga sektorer","män","2020M02","Antal pågående anställningar - anställningstid <=6 månader",549316
"samtliga sektorer","män","2020M02","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M03","Antal pågående anställningar",2607142
"samtliga sektorer","män","2020M03","Antal pågående anställningar - anställningstid >6 månader",2066565
"samtliga sektorer","män","2020M03","Antal pågående anställningar - anställningstid <=6 månader",540577
"samtliga sektorer","män","2020M03","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M04","Antal pågående anställningar",2613251
"samtliga sektorer","män","2020M04","Antal pågående anställningar - anställningstid >6 månader",2071162
"samtliga sektorer","män","2020M04","Antal pågående anställningar - anställningstid <=6 månader",542089
"samtliga sektorer","män","2020M04","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M05","Antal pågående anställningar",2570171
"samtliga sektorer","män","2020M05","Antal pågående anställningar - anställningstid >6 månader",2054252
"samtliga sektorer","män","2020M05","Antal pågående anställningar - anställningstid <=6 månader",515919
"samtliga sektorer","män","2020M05","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M06","Antal pågående anställningar",2621340
"samtliga sektorer","män","2020M06","Antal pågående anställningar - anställningstid >6 månader",2046148
"samtliga sektorer","män","2020M06","Antal pågående anställningar - anställningstid <=6 månader",575192
"samtliga sektorer","män","2020M06","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M07","Antal pågående anställningar",2642491
"samtliga sektorer","män","2020M07","Antal pågående anställningar - anställningstid >6 månader",2050517
"samtliga sektorer","män","2020M07","Antal pågående anställningar - anställningstid <=6 månader",591974
"samtliga sektorer","män","2020M07","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M08","Antal pågående anställningar",2620020
"samtliga sektorer","män","2020M08","Antal pågående anställningar - anställningstid >6 månader",2051774
"samtliga sektorer","män","2020M08","Antal pågående anställningar - anställningstid <=6 månader",568246
"samtliga sektorer","män","2020M08","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M09","Antal pågående anställningar",2633742
"samtliga sektorer","män","2020M09","Antal pågående anställningar - anställningstid >6 månader",2061236
"samtliga sektorer","män","2020M09","Antal pågående anställningar - anställningstid <=6 månader",572506
"samtliga sektorer","män","2020M09","Årlig förändring av antalet pågående anställningar, procent",..
"samtliga sektorer","män","2020M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"samtliga sektorer","män","2020M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"samtliga sektorer","män","2020M10","Antal pågående anställningar",2593488
